Experience_Years,Training_Hours_Monthly,Projects_Completed,Attendance_Percent,Performance_Score
10,47,20,84.64,100.0
9,46,13,97.68,100.0
7,5,27,98.05,100.0
5,43,15,93.25,100.0
5,7,5,67.66,71.51
7,6,7,73.34,79.35
14,33,1,79.51,91.52
13,43,18,96.22,100.0
10,13,26,80.83,100.0
11,15,8,99.1,100.0
12,42,4,99.35,100.0
7,8,4,83.94,86.31
17,9,24,95.1,100.0
0,16,25,99.97,100.0
14,11,18,93.99,100.0
7,5,29,86.28,100.0
10,18,3,93.81,93.56
11,42,15,63.31,100.0
11,40,15,85.39,100.0
3,28,15,68.66,100.0
15,5,6,64.64,76.31
3,24,17,95.71,100.0
4,23,23,85.59,100.0
4,24,20,69.74,100.0
7,15,30,75.47,100.0
9,15,0,98.93,77.53
16,5,2,94.49,90.19
8,36,30,60.62,100.0
18,20,24,99.19,100.0
13,3,20,74.74,100.0
7,33,7,87.82,96.13
8,27,0,88.51,83.62
10,37,29,96.47,100.0
0,40,6,95.4,86.33
13,27,6,71.27,99.49
4,16,7,85.74,94.51
20,13,18,75.75,100.0
13,6,16,81.02,100.0
3,21,10,82.19,99.28
0,50,14,75.85,100.0
18,0,8,78.56,96.62
7,28,16,68.33,100.0
14,30,10,84.31,100.0
20,29,5,90.36,100.0
14,14,8,77.19,100.0
8,17,29,99.11,100.0
20,34,17,62.29,100.0
8,49,19,83.57,100.0
9,29,1,83.34,84.5
19,33,3,61.45,79.59
20,41,17,68.98,100.0
8,10,27,96.22,100.0
2,26,0,81.78,68.1
19,23,10,77.46,100.0
10,34,2,76.62,90.1
5,38,7,95.53,98.86
1,7,4,74.68,62.46
6,50,19,94.37,100.0
17,17,20,72.37,100.0
1,12,21,81.26,100.0
16,44,21,65.75,100.0
10,23,4,93.0,100.0
11,50,27,89.44,100.0
18,22,10,81.2,100.0
6,11,11,61.04,82.27
19,48,21,79.25,100.0
5,29,8,69.01,84.32
20,30,20,76.53,100.0
0,27,12,94.26,100.0
16,21,21,90.78,100.0
10,43,19,69.68,100.0
17,27,28,99.4,100.0
20,12,2,96.13,100.0
16,24,12,81.15,100.0
6,43,27,81.21,100.0
16,50,21,96.05,100.0
19,45,10,85.45,100.0
8,6,10,81.47,86.54
16,44,20,89.97,100.0
19,5,19,69.4,100.0
7,23,20,95.14,100.0
16,18,6,81.26,100.0
6,18,16,84.14,100.0
0,35,15,63.6,79.97
12,50,13,72.38,100.0
18,8,30,77.07,100.0
18,47,0,76.56,84.36
16,35,10,91.13,100.0
12,37,12,71.29,100.0
15,39,0,67.28,74.08
7,28,1,83.3,82.81
18,23,8,84.6,100.0
17,47,12,64.86,100.0
0,4,4,60.1,39.81
13,41,29,96.71,100.0
18,44,8,63.19,91.35
14,25,12,95.91,100.0
17,13,4,75.97,100.0
1,38,14,86.12,100.0
16,28,29,67.42,100.0
17,5,6,92.96,100.0
5,6,13,67.21,79.18
18,36,29,75.46,100.0
3,17,15,69.52,93.73
0,22,30,93.5,100.0
7,43,5,94.33,98.35
6,37,1,74.88,67.04
2,0,15,72.3,80.92
9,3,18,90.94,100.0
9,50,4,95.14,100.0
18,43,3,84.96,100.0
13,46,13,97.1,100.0
1,34,26,75.32,100.0
0,22,5,66.08,57.1
17,26,7,67.19,100.0
6,25,23,86.79,100.0
7,7,2,76.3,67.99
0,42,3,66.25,57.44
2,15,0,71.69,56.54
7,40,1,81.22,72.77
14,2,12,64.86,92.6
4,31,8,60.14,59.41
2,4,30,96.69,100.0
18,19,11,72.19,100.0
0,13,9,68.86,69.35
14,31,9,87.94,100.0
7,25,17,94.14,100.0
1,46,11,85.29,100.0
2,5,21,70.18,100.0
13,35,29,94.47,100.0
13,39,15,80.42,100.0
10,50,22,75.25,100.0
15,4,5,84.19,93.75
3,12,23,88.02,100.0
19,31,24,83.75,100.0
4,15,23,96.81,100.0
20,0,20,85.12,100.0
13,12,23,95.14,100.0
15,10,9,83.48,100.0
17,7,30,73.19,100.0
6,24,14,81.29,100.0
9,39,25,63.45,100.0
6,31,8,69.21,86.47
0,23,29,90.65,100.0
20,27,23,86.46,100.0
18,13,1,66.66,80.06
15,44,17,77.52,100.0
18,2,11,65.68,88.44
3,35,2,94.23,77.46
17,26,6,64.37,85.78
1,19,8,86.17,85.25
0,46,7,84.28,93.13
14,14,24,78.91,100.0
4,26,5,71.13,87.32
19,44,0,76.16,96.27
10,40,13,92.26,100.0
9,27,15,90.46,100.0
1,24,27,89.55,100.0
2,41,15,89.99,100.0
11,43,3,65.76,83.91
19,45,28,63.96,100.0
4,32,5,94.46,93.41
4,45,14,93.49,100.0
5,13,27,87.25,100.0
8,7,21,84.24,100.0
1,47,30,74.67,100.0
20,13,7,68.96,96.47
11,0,30,86.71,100.0
2,15,0,96.52,70.17
19,17,12,77.48,100.0
11,6,26,72.13,100.0
16,14,17,70.83,100.0
9,23,17,60.95,97.11
13,48,12,80.81,100.0
16,50,21,99.53,100.0
17,12,29,92.61,100.0
18,8,13,95.9,100.0
16,14,10,84.85,100.0
13,34,6,79.26,100.0
8,23,17,99.62,100.0
7,32,20,77.89,100.0
1,15,21,96.67,100.0
12,7,3,90.47,79.1
6,28,16,73.24,100.0
8,22,18,80.12,100.0
10,44,13,75.37,100.0
13,30,9,65.45,98.9
3,39,24,74.27,100.0
12,48,28,95.56,100.0
1,13,5,90.11,84.08
4,29,17,71.1,100.0
10,38,24,74.72,100.0
5,26,3,84.66,89.85
17,46,10,76.65,100.0
20,15,12,80.12,100.0
9,50,7,87.93,100.0
3,5,9,78.69,74.95
8,32,22,67.64,100.0
5,43,27,80.82,100.0
1,17,10,74.24,88.86
16,15,2,71.63,91.47
4,11,14,73.12,89.62
5,19,7,77.56,96.94
11,44,19,95.46,100.0
20,39,17,89.36,100.0
9,28,26,86.72,100.0
20,29,20,78.85,100.0
5,25,0,60.07,38.55
7,21,28,73.62,100.0
1,32,23,92.53,100.0
11,38,29,75.53,100.0
12,46,7,82.55,100.0
20,28,2,68.19,88.23
6,21,0,96.63,66.64
9,44,19,96.93,100.0
12,12,24,65.84,100.0
16,8,15,88.97,100.0
20,23,8,63.01,98.0
13,14,30,83.94,100.0
1,35,16,67.15,100.0
10,12,26,65.83,100.0
0,26,30,60.16,100.0
18,43,15,97.63,100.0
20,36,22,93.17,100.0
3,6,5,63.1,42.45
18,7,29,83.98,100.0
20,36,22,69.32,100.0
10,40,6,70.56,88.59
7,13,23,94.97,100.0
10,11,15,64.57,98.47
3,35,7,84.06,91.96
16,39,9,76.05,100.0
6,16,13,67.63,93.79
7,39,10,78.08,100.0
2,28,1,97.62,75.58
1,26,11,91.26,100.0
14,0,27,65.28,100.0
4,33,27,93.98,100.0
0,3,19,97.5,100.0
3,23,19,71.08,100.0
14,20,12,73.34,100.0
19,32,14,65.05,100.0
18,6,26,73.8,100.0
2,0,25,86.93,100.0
19,40,11,70.89,100.0
10,2,12,60.27,70.42
16,43,7,73.54,100.0
12,50,15,78.13,100.0
10,14,29,82.65,100.0
1,30,28,87.35,100.0
8,15,28,62.47,100.0
1,9,2,78.79,57.79
20,28,27,70.65,100.0
8,5,28,97.92,100.0
8,28,30,74.4,100.0
7,16,12,64.0,84.97
16,21,11,61.66,100.0
0,23,18,70.62,100.0
10,16,28,67.16,100.0
7,20,1,85.99,83.27
9,50,0,93.88,84.01
6,49,7,72.5,92.56
2,10,29,83.11,100.0
2,6,8,89.21,84.04
17,41,24,75.94,100.0
4,38,26,62.65,100.0
11,4,7,69.17,75.95
11,43,20,95.32,100.0
18,47,16,92.98,100.0
5,20,8,63.46,68.76
1,17,5,68.96,68.04
11,34,27,90.77,100.0
18,19,14,79.44,100.0
4,14,22,90.4,100.0
11,4,23,68.44,100.0
16,12,12,98.11,100.0
16,50,20,91.34,100.0
9,11,21,67.9,100.0
16,20,11,82.34,100.0
14,36,12,64.52,100.0
11,5,6,74.46,79.74
15,6,22,86.38,100.0
18,25,17,73.21,100.0
7,41,13,86.27,100.0
20,47,10,69.79,100.0
16,7,27,88.85,100.0
4,8,13,74.38,96.73
15,26,16,91.62,100.0
5,3,23,65.47,94.08
7,20,20,74.48,100.0
17,30,25,78.56,100.0
11,20,30,76.95,100.0
14,39,1,77.32,100.0
8,24,18,77.79,100.0
12,38,15,99.55,100.0
14,14,21,67.73,100.0
9,34,9,90.75,100.0
15,48,21,82.07,100.0
6,42,7,76.55,94.18
16,40,20,85.34,100.0
20,36,4,94.14,100.0
6,41,6,78.67,95.43
13,46,25,94.59,100.0
14,27,12,63.75,100.0
20,13,15,86.12,100.0
6,3,29,73.33,100.0
8,19,30,75.47,100.0
18,33,4,82.84,100.0
15,11,15,79.2,100.0
7,32,14,75.27,100.0
17,23,8,72.33,100.0
17,19,21,84.73,100.0
19,4,22,80.22,100.0
6,37,11,72.93,100.0
2,29,7,68.2,77.78
17,23,12,90.98,100.0
9,42,4,91.99,100.0
6,39,13,68.55,94.58
16,6,15,70.47,100.0
13,35,10,69.57,100.0
2,37,19,95.38,100.0
11,15,30,90.97,100.0
12,14,11,62.98,83.52
1,45,14,93.31,100.0
2,22,23,61.47,96.18
4,11,11,70.13,78.77
10,28,25,96.76,100.0
7,43,8,94.57,100.0
11,47,0,91.26,85.91
6,14,2,78.3,69.37
14,28,11,72.86,100.0
16,44,19,95.26,100.0
3,42,12,86.28,100.0
12,48,22,71.82,100.0
17,20,5,78.53,100.0
0,14,9,95.26,89.3
15,13,9,96.14,100.0
12,41,15,86.37,100.0
9,43,26,89.3,100.0
11,15,0,61.57,43.13
1,14,15,84.18,100.0
2,41,3,87.56,76.26
9,3,5,60.82,54.44
1,26,18,93.75,100.0
12,22,30,97.13,100.0
12,28,1,69.52,77.25
17,40,17,93.83,100.0
2,8,9,86.62,87.06
6,42,27,83.23,100.0
13,42,27,93.73,100.0
19,6,3,71.42,80.68
16,41,28,91.63,100.0
20,3,0,72.58,68.14
11,4,14,91.5,100.0
15,4,9,78.04,100.0
11,10,17,64.68,100.0
14,40,15,75.26,100.0
9,27,12,69.34,96.3
6,15,25,64.02,100.0
19,40,14,64.41,100.0
4,29,1,91.2,65.12
0,3,19,95.26,100.0
16,1,3,97.09,78.81
2,45,0,94.16,68.11
12,2,6,93.21,100.0
13,49,22,62.75,100.0
17,20,25,91.6,100.0
3,5,10,91.33,89.01
17,42,25,65.25,100.0
4,17,9,86.48,98.32
15,43,0,78.1,85.59
0,4,10,96.0,75.42
20,8,23,87.82,100.0
13,19,9,98.04,100.0
14,27,13,64.2,100.0
8,25,13,61.62,85.37
14,17,6,98.94,100.0
16,18,22,63.21,100.0
3,2,10,75.45,72.82
11,8,21,86.0,100.0
4,35,27,95.2,100.0
4,30,3,70.18,65.99
10,48,26,61.16,100.0
5,16,23,80.85,100.0
6,22,1,78.84,82.87
13,33,6,72.28,95.52
10,40,18,94.96,100.0
12,40,13,89.97,100.0
1,4,18,94.32,94.68
6,14,29,66.47,100.0
19,46,6,87.7,100.0
3,2,11,99.0,90.95
7,18,2,84.48,87.74
19,27,30,66.85,100.0
20,2,14,99.83,100.0
18,37,4,81.13,100.0
12,3,7,93.6,95.17
13,23,13,65.97,100.0
9,30,28,86.64,100.0
10,44,3,96.5,98.4
1,44,6,81.28,81.38
8,10,6,71.55,77.59
16,36,17,65.1,100.0
2,0,13,71.84,84.17
5,8,7,74.2,81.69
4,16,25,88.4,100.0
4,0,11,67.14,69.8
14,2,9,64.24,73.93
16,46,30,75.48,100.0
8,25,13,78.35,100.0
2,30,8,85.14,97.59
19,25,5,88.3,100.0
16,22,29,95.57,100.0
9,29,4,71.56,79.76
2,9,0,81.14,50.09
17,7,0,74.64,68.24
17,43,24,60.06,100.0
16,24,29,83.18,100.0
2,21,19,92.63,100.0
2,14,16,61.46,81.46
5,40,10,60.14,79.55
12,9,25,89.11,100.0
14,19,11,87.35,100.0
8,40,2,76.23,79.3
3,46,5,86.46,79.22
13,22,29,98.14,100.0
4,0,10,69.91,66.88
1,1,28,69.84,100.0
10,18,12,67.45,98.11
8,13,10,88.96,100.0
2,7,7,74.13,65.43
8,37,28,99.55,100.0
2,11,9,88.59,78.28
1,25,1,74.7,63.62
11,26,23,65.97,100.0
9,28,13,83.68,100.0
8,14,28,71.8,100.0
14,45,15,96.22,100.0
7,0,16,77.66,97.77
4,42,10,71.71,97.48
10,27,1,83.54,94.84
1,2,23,65.48,95.41
14,50,22,82.46,100.0
5,17,4,62.24,56.71
7,33,30,84.28,100.0
4,31,28,81.21,100.0
15,28,15,80.83,100.0
17,24,15,87.37,100.0
5,25,25,61.78,100.0
4,38,1,78.39,74.46
15,7,15,77.76,100.0
12,18,24,78.39,100.0
4,46,4,99.2,92.25
12,41,7,65.57,87.06
16,21,28,87.62,100.0
17,28,19,76.08,100.0
7,32,13,80.47,100.0
12,37,24,90.5,100.0
18,44,9,66.3,100.0
2,45,22,90.54,100.0
7,34,1,62.81,52.08
1,42,2,79.33,72.78
7,2,29,89.68,100.0
12,18,17,67.7,100.0
12,9,20,90.84,100.0
0,26,1,66.67,39.06
5,14,20,91.97,100.0
18,10,28,78.76,100.0
15,46,8,87.39,100.0
7,25,1,96.7,80.87
0,23,24,76.34,100.0
15,12,6,69.32,85.68
8,31,6,94.69,100.0
12,36,13,66.46,100.0
10,3,4,85.26,86.68
12,12,7,96.93,100.0
20,8,22,86.98,100.0
9,48,21,67.83,100.0
3,33,17,66.09,88.29
5,36,5,70.09,64.22
6,47,13,75.66,100.0
4,6,17,66.37,87.88
10,0,16,91.91,99.8
12,11,8,74.28,96.63
18,20,12,97.44,100.0
9,10,15,93.7,100.0
9,43,20,96.35,100.0
10,50,9,71.78,100.0
20,43,9,82.95,100.0
6,43,3,72.86,78.14
17,13,11,70.28,100.0
3,33,26,84.28,100.0
1,33,7,92.72,93.65
13,24,14,63.74,100.0
12,3,20,71.03,100.0
11,25,29,68.21,100.0
6,15,22,91.93,100.0
1,9,18,97.33,100.0
12,44,14,63.2,96.42
13,1,7,75.17,78.65
16,34,7,96.58,100.0
8,18,18,73.79,100.0
16,5,8,88.51,100.0
7,18,29,64.03,100.0
1,50,23,77.78,100.0
12,7,16,80.13,100.0
2,13,7,90.31,80.38
15,9,11,71.55,100.0
5,2,26,70.57,100.0
18,37,14,72.12,100.0
6,28,3,82.23,89.04
9,14,5,95.04,100.0
8,22,29,93.24,100.0
1,22,28,62.32,100.0
14,17,15,95.16,100.0
4,45,25,63.8,100.0
3,18,24,76.61,100.0
19,27,4,90.62,100.0
3,25,22,63.26,100.0
17,9,12,61.62,92.72
3,46,14,73.2,95.47
16,3,16,89.2,100.0
11,1,24,80.87,100.0
16,2,29,76.68,100.0
9,6,21,92.52,100.0
0,15,26,90.67,100.0
17,30,19,91.44,100.0
17,9,21,78.39,100.0
13,18,4,60.78,73.34
14,27,18,66.89,100.0
11,16,6,89.65,100.0
3,27,2,90.13,79.93
2,18,12,98.89,100.0
19,36,13,67.61,100.0
11,22,15,64.92,100.0
6,19,30,65.55,100.0
10,12,12,67.39,91.37
0,12,1,81.14,66.06
5,42,13,99.01,100.0
14,10,19,83.58,100.0
14,47,6,80.91,100.0
18,14,4,86.93,100.0
10,16,13,62.96,90.22
1,49,8,92.61,100.0
13,27,9,85.88,100.0
1,18,30,66.85,100.0
3,3,6,85.23,68.38
16,21,27,83.85,100.0
2,21,13,62.59,86.77
12,36,24,70.68,100.0
8,38,13,75.64,100.0
6,33,24,69.8,100.0
14,32,27,69.73,100.0
10,43,1,82.92,81.76
19,41,30,78.83,100.0
1,39,16,86.69,100.0
14,32,26,98.26,100.0
13,11,19,86.42,100.0
19,1,3,83.28,84.25
10,27,12,93.9,100.0
2,9,17,85.28,100.0
16,21,2,66.62,74.84
11,16,18,72.59,100.0
20,25,4,89.33,100.0
14,2,0,89.54,73.76
15,6,8,99.48,100.0
4,43,23,85.08,100.0
19,7,7,95.98,100.0
5,19,2,62.18,44.34
18,11,1,82.65,93.5
4,34,0,96.79,69.85
2,16,11,71.49,92.48
0,27,21,66.2,100.0
5,40,12,74.02,100.0
14,9,9,91.69,100.0
1,21,16,63.39,82.79
2,37,29,84.01,100.0
16,32,10,65.43,100.0
11,21,4,77.42,88.07
17,43,24,98.64,100.0
14,36,26,67.81,100.0
11,12,8,61.36,81.85
15,26,12,77.09,100.0
7,14,27,83.11,100.0
13,21,30,71.9,100.0
16,29,19,81.67,100.0
20,42,22,98.14,100.0
7,39,29,72.47,100.0
14,36,10,72.38,100.0
13,33,22,79.31,100.0
17,43,3,80.61,100.0
19,33,20,60.05,100.0
6,47,10,84.64,100.0
2,34,8,99.89,91.25
11,41,6,71.68,87.37
20,18,15,85.23,100.0
2,7,22,60.18,93.85
19,38,25,84.17,100.0
13,32,22,77.88,100.0
14,43,30,81.21,100.0
13,27,24,81.76,100.0
6,36,4,67.08,65.05
16,47,5,90.8,100.0
11,24,18,82.22,100.0
19,35,0,70.81,82.8
3,16,26,97.5,100.0
8,23,15,60.51,96.33
5,20,27,89.04,100.0
15,1,17,75.25,100.0
20,30,23,80.9,100.0
20,43,12,71.66,100.0
1,32,0,72.85,52.77
7,29,9,60.61,78.53
10,11,6,89.19,99.65
12,43,4,88.43,100.0
16,11,12,86.17,100.0
7,50,21,95.12,100.0
20,48,15,96.05,100.0
17,23,23,82.26,100.0
17,23,19,87.39,100.0
13,10,21,60.44,100.0
14,12,13,93.85,100.0
5,26,10,92.66,100.0
10,7,18,60.81,97.45
12,9,22,81.71,100.0
0,7,1,96.27,62.23
5,19,27,67.26,100.0
8,7,7,74.11,86.8
7,8,12,73.24,90.48
10,6,6,74.24,79.09
18,13,11,61.68,89.33
8,27,27,71.16,100.0
16,1,7,71.79,79.22
11,42,15,94.63,100.0
13,7,17,74.08,100.0
14,12,18,77.89,100.0
15,20,27,75.23,100.0
19,46,3,64.83,86.3
0,27,27,99.61,100.0
9,34,24,93.03,100.0
7,22,27,81.64,100.0
17,45,11,79.05,100.0
0,14,15,85.97,100.0
1,1,20,73.06,91.43
0,50,21,62.01,100.0
0,11,16,76.17,98.59
8,35,3,99.36,87.84
12,2,29,67.29,100.0
0,4,19,81.11,99.89
12,2,25,60.34,100.0
19,46,23,64.88,100.0
6,18,23,83.49,100.0
1,1,25,71.9,100.0
5,43,21,96.23,100.0
6,36,23,76.25,100.0
13,16,8,68.32,97.84
17,13,4,81.82,100.0
14,27,16,91.8,100.0
1,26,16,60.78,75.66
9,9,1,80.22,79.48
11,2,1,90.94,72.76
16,35,20,64.14,100.0
7,37,22,96.11,100.0
10,24,6,70.58,95.55
2,21,30,66.82,100.0
5,47,3,83.57,82.47
8,38,12,67.0,96.61
5,46,19,87.19,100.0
8,29,29,79.6,100.0
6,20,29,64.4,100.0
8,29,10,96.5,100.0
17,27,30,86.93,100.0
11,30,25,81.84,100.0
7,25,2,74.97,81.71
7,42,26,65.39,100.0
17,21,1,88.3,100.0
19,20,15,92.55,100.0
14,0,2,65.03,49.44
6,36,23,79.78,100.0
10,12,14,79.39,100.0
19,20,16,74.0,100.0
15,45,15,91.57,100.0
3,8,19,63.98,91.17
5,16,6,68.2,73.03
2,46,15,60.06,90.86
8,20,4,74.92,83.4
9,30,1,71.65,69.17
13,38,0,94.68,94.27
10,21,21,89.83,100.0
17,11,28,63.38,100.0
11,5,12,89.64,100.0
11,15,15,87.02,100.0
12,25,4,71.27,91.05
12,4,2,60.62,49.19
18,8,26,64.61,100.0
18,45,26,70.0,100.0
13,39,14,92.66,100.0
3,13,15,78.61,97.72
12,43,10,96.74,100.0
7,41,24,91.57,100.0
20,29,18,71.48,100.0
18,25,17,93.81,100.0
11,44,20,64.67,100.0
17,28,8,61.44,88.66
5,18,7,84.34,97.94
17,46,21,73.67,100.0
18,7,18,73.18,100.0
4,22,21,87.49,100.0
8,41,4,94.0,98.31
2,34,16,72.89,100.0
9,30,4,73.0,84.26
18,34,13,81.35,100.0
2,31,6,86.13,92.74
14,4,8,68.12,83.36
0,15,27,96.51,100.0
6,16,30,86.18,100.0
11,31,16,85.01,100.0
16,37,2,96.17,100.0
20,31,7,96.29,100.0
19,19,21,65.42,100.0
4,47,12,65.8,87.52
3,1,15,90.48,98.43
11,19,20,98.28,100.0
19,46,28,86.66,100.0
17,17,9,76.45,100.0
16,0,17,87.34,100.0
18,28,2,69.15,93.62
8,28,11,99.92,100.0
3,18,15,77.24,100.0
20,43,17,97.27,100.0
1,39,16,77.23,95.94
3,5,6,97.13,73.06
1,43,29,73.43,100.0
14,38,18,90.42,100.0
1,49,22,98.04,100.0
3,45,27,85.84,100.0
5,7,22,87.1,100.0
6,23,7,64.12,67.34
9,19,16,78.97,100.0
18,13,20,95.47,100.0
18,4,25,69.64,100.0
11,40,24,91.53,100.0
2,39,27,87.03,100.0
12,33,26,68.92,100.0
17,15,6,71.31,98.23
7,44,0,77.1,75.62
20,6,7,65.01,86.92
14,15,18,96.53,100.0
0,6,28,89.57,100.0
2,26,19,74.6,100.0
7,13,19,71.99,100.0
3,13,30,87.58,100.0
15,43,9,76.97,100.0
9,32,29,69.17,100.0
11,32,11,77.21,100.0
13,43,23,94.85,100.0
13,19,0,62.74,60.56
1,46,23,74.73,100.0
4,35,24,98.49,100.0
4,6,24,60.59,92.82
5,31,20,95.63,100.0
12,47,3,74.99,97.0
8,2,3,67.58,52.75
14,38,8,60.6,79.94
13,28,14,62.82,100.0
6,23,23,66.87,100.0
19,21,25,61.02,100.0
1,5,14,73.43,90.1
6,47,25,61.8,100.0
5,23,27,87.69,100.0
16,39,6,92.76,100.0
1,22,11,95.5,99.7
2,37,2,81.97,74.18
4,9,19,97.86,100.0
4,15,30,60.23,100.0
0,10,8,65.36,58.97
7,31,13,71.73,100.0
11,44,12,91.56,100.0
3,5,23,95.42,100.0
12,23,27,84.73,100.0
14,32,11,75.33,100.0
10,50,0,86.63,86.52
9,11,18,67.24,100.0
2,26,29,78.31,100.0
13,37,15,80.3,100.0
15,17,11,64.19,100.0
9,44,9,61.35,84.17
9,38,1,90.0,91.41
11,12,17,81.39,100.0
8,39,12,73.29,100.0
0,29,28,77.49,100.0
4,48,23,98.31,100.0
19,40,5,75.4,100.0
7,12,11,64.14,81.65
10,33,27,78.54,100.0
11,35,27,85.92,100.0
0,29,28,60.48,100.0
19,24,21,73.29,100.0
10,1,3,75.74,67.83
4,35,0,78.55,72.6
14,17,10,72.07,100.0
4,4,22,86.68,100.0
11,18,7,97.79,100.0
4,41,1,96.56,71.12
16,17,1,86.58,100.0
16,31,15,80.28,100.0
11,20,0,93.03,84.74
14,9,3,93.44,91.38
14,36,5,93.18,100.0
5,48,29,66.31,100.0
11,21,20,61.02,100.0
19,12,19,99.33,100.0
17,16,13,98.39,100.0
13,8,19,82.58,100.0
1,23,25,99.72,100.0
8,43,14,90.82,100.0
4,13,6,80.7,92.55
19,45,6,75.57,100.0
0,7,17,83.71,100.0
2,36,28,80.63,100.0
5,18,22,99.75,100.0
4,27,1,79.62,69.39
20,45,19,93.44,100.0
4,40,14,92.54,100.0
0,29,0,62.86,33.05
16,6,20,63.48,100.0
18,25,16,86.39,100.0
13,39,19,70.36,100.0
11,45,28,86.3,100.0
9,45,24,65.79,100.0
19,10,12,75.88,100.0
20,13,11,64.1,100.0
17,20,23,71.28,100.0
10,7,21,63.53,100.0
1,2,14,98.82,91.69
17,27,23,75.8,100.0
6,28,4,96.05,96.04
14,22,6,98.85,100.0
10,17,7,96.38,100.0
17,34,22,78.2,100.0
11,12,13,91.16,100.0
5,11,3,66.15,57.13
19,46,20,63.79,100.0
12,49,28,95.08,100.0
19,4,13,61.24,89.19
15,38,9,98.89,100.0
17,10,21,86.89,100.0
9,10,29,76.78,100.0
7,46,29,65.66,100.0
17,41,27,88.93,100.0
20,46,15,82.52,100.0
0,30,10,88.45,91.44
7,30,21,76.72,100.0
5,12,28,62.65,100.0
4,13,24,72.6,100.0
14,48,25,72.6,100.0
14,44,13,60.35,100.0
1,41,13,60.38,71.38
0,24,1,73.23,64.6
10,32,21,89.1,100.0
9,32,12,84.96,100.0
17,14,2,69.56,77.45
17,15,29,84.11,100.0
16,43,17,85.9,100.0
7,37,21,80.9,100.0
14,5,3,80.85,86.33
7,43,20,74.79,100.0
16,24,20,64.94,100.0
11,14,18,75.42,100.0
7,3,15,73.81,90.88
13,3,27,83.68,100.0
3,29,3,94.25,88.13
0,33,18,75.02,100.0
0,26,22,88.39,100.0
18,30,14,92.47,100.0
15,31,0,68.47,60.7
13,43,15,96.07,100.0
20,38,14,62.82,100.0
15,8,15,96.07,100.0
4,40,21,66.55,100.0
8,7,19,73.49,100.0
1,13,0,84.21,63.77
17,32,16,96.23,100.0
5,22,4,70.23,64.71
8,20,29,90.54,100.0
0,11,4,88.42,63.59
8,1,25,66.39,100.0
15,12,6,79.18,98.37
12,3,12,79.26,100.0
8,19,11,72.18,100.0
20,49,3,91.2,100.0
12,50,29,97.04,100.0
8,47,24,88.66,100.0
10,13,3,98.92,89.47
3,29,22,62.02,100.0
1,28,20,61.49,90.84
5,7,30,95.75,100.0
13,11,20,95.91,100.0
3,40,5,64.28,64.87
5,37,23,74.3,100.0
18,25,14,93.42,100.0
5,49,20,65.14,100.0
1,1,30,70.7,100.0
17,39,18,87.24,100.0
12,13,5,99.28,100.0
8,5,29,91.89,100.0
18,41,11,91.09,100.0
12,39,13,73.71,100.0
10,30,17,86.45,100.0
0,16,27,64.52,100.0
6,24,11,99.69,100.0
20,31,23,79.22,100.0
14,11,23,85.55,100.0
0,48,14,95.05,100.0
11,12,18,60.04,97.7
6,18,27,99.04,100.0
14,43,7,74.37,100.0
20,47,8,73.58,100.0
18,24,4,65.8,92.11
0,30,4,94.33,78.93
16,36,5,94.83,100.0
16,24,22,60.8,100.0
2,15,2,62.23,43.49
11,37,4,96.73,100.0
5,42,0,64.91,43.98
10,48,10,84.84,100.0
2,22,25,84.79,100.0
7,13,20,94.79,100.0
13,5,19,82.91,100.0
13,24,0,77.36,83.96
9,22,6,98.98,100.0
1,42,14,69.15,85.71
13,11,16,70.51,100.0
8,12,28,63.39,100.0
2,35,7,99.01,94.31
20,38,29,88.25,100.0
7,33,25,60.48,100.0
15,5,27,88.17,100.0
1,37,1,76.17,67.39
5,49,25,98.7,100.0
20,39,12,71.1,100.0
11,7,11,88.41,100.0
4,7,4,85.1,78.34
1,39,12,60.48,66.65
15,32,5,95.41,100.0
4,33,24,65.58,100.0
14,43,14,86.54,100.0
11,14,29,91.02,100.0
3,35,22,85.24,100.0
14,34,21,63.88,100.0
10,45,20,99.01,100.0
15,21,21,69.47,100.0
5,22,30,85.11,100.0
13,39,29,91.89,100.0
17,44,10,97.57,100.0
11,50,3,84.16,100.0
10,21,0,70.36,68.68
12,4,14,93.47,100.0
20,30,11,66.53,100.0
10,12,8,60.89,69.16
15,27,10,96.33,100.0
14,19,4,83.02,100.0
20,32,23,62.79,100.0
14,15,6,83.19,98.03
3,28,7,65.8,77.82
10,22,0,61.26,57.47
18,23,24,64.66,100.0
14,33,0,91.0,93.06
3,6,2,90.23,71.45
20,37,7,84.17,100.0
12,36,27,68.37,100.0
18,3,10,89.56,100.0
1,33,0,76.32,54.49
13,41,13,80.43,100.0
3,21,0,95.91,59.84
15,4,5,78.31,85.23
20,49,20,85.05,100.0
19,41,26,98.47,100.0
13,22,5,78.06,96.48
14,14,2,82.43,85.5
2,30,9,83.38,100.0
7,8,11,69.63,82.01
15,42,9,89.48,100.0
9,24,21,89.07,100.0
3,24,1,68.54,52.44
17,48,23,60.53,100.0
1,20,30,99.96,100.0
16,8,27,83.26,100.0
12,47,21,67.24,100.0
3,37,12,71.34,95.31
10,21,15,84.71,100.0
6,42,12,65.5,93.43
11,22,3,61.49,69.67
9,48,3,91.94,93.12
6,3,29,88.63,100.0
12,28,10,72.38,100.0
